Ticker,marketCap,trailingPE,forwardPE,priceToBook,trailingEps,forwardEps,bookValue,payoutRatio,beta,fiveYearAvgDividendYield,52WeekChange,averageVolume,enterpriseToRevenue,profitMargins
LOW,-0.3495518750411523,-0.17755956922041816,-0.08936400508568286,-0.49468741495325963,0.14100288774798622,-0.010748473202691958,-0.10150901994326536,-0.15110834931614678,0.3428492456678685,-0.3927169431063922,-0.1194537389641464,-0.3972412208201674,-0.5433745363445822,-0.559804652006485
MA,0.15266759002455532,0.0005924556851757525,0.1599934217679318,2.3726577058829927,0.21432196560577027,0.16201952726921184,-0.10072469151517215,-0.20286427364193765,0.35068102619785835,-1.0761127636935728,0.11768244005945373,-0.38957060597437876,2.4828826589326534,2.2956346066558546
MCD,-0.25369861048346454,-0.13623933100477767,-0.03380422830223977,-0.49468741495325963,0.10282849183856158,-0.011669902538542174,-0.10107473239786476,-0.08626540064710678,-0.6047961984609387,-0.05691037609372583,-0.5890267182549688,-0.3546217687448239,0.9756811508223142,1.2563392672518712
MDLZ,-0.44682728762211854,-0.17626879014051766,-0.1489069952044674,-0.3643636766730777,-0.4164644810880573,-0.43460596769376286,-0.10043336038277377,-0.07670180593473239,-1.0590394692003666,-0.09225843577926969,-1.0627215651696698,-0.23618458615690127,-0.4378341034539432,-0.3817543518770021
MDT,-0.41266195569433656,-0.1442576200730525,-0.23869727652482142,-0.40026994976772806,-0.3891970554384682,-0.3231130180558942,-0.10003414322559408,0.016239753824224955,-0.2967461642813265,0.17874335514323295,-0.6801280684517881,-0.256452975620826,-0.19807377221325245,-0.2661141534608864
MET,-0.4845610135670132,-0.22658114946586858,-0.3603632285025655,-0.412985255605838,-0.28861055193109514,-0.14619858557266466,-0.09989164405363779,-0.13201076854375832,0.188824228578062,0.5852460415269869,0.19982199958281946,-0.35791730231783914,-0.6206178966486006,-0.7893105785642283
META,1.761165588109286,-0.104899578403564,-0.014058028860895012,-0.07753556571661008,0.6984702565840297,0.5729770110583806,-0.0994192911911656,-0.2389572208691339,0.6482886863374839,-1.3824626143016192,1.8613037678997468,-0.037001104920532636,0.9137335054299827,1.546403726691323
MMM,-0.4647845343777561,-0.2591042429697645,-0.18872262368082304,0.1734168946210032,-0.005029325175368665,-0.2286665111312534,-0.10071470079831912,-0.1240460410588397,0.0896216751981868,1.174380369619384,0.814576144851504,-0.3530331717572267,-0.522725321213805,-0.15842002827437957
MO,-0.43154401328552,-0.30073150768343987,-0.32285514318136915,-0.49468741495325963,-0.22862221550199915,-0.3461487514521481,-0.10095630696697534,-0.06186787110222596,-0.7744847766107249,3.336503353718481,0.29101226697076654,-0.1944231239624078,0.1168267585310998,2.700567893215497
MRK,-0.18600575477327447,-0.18237303309972247,-0.31270610459139236,-0.24030222154299877,-0.29769969381429146,-0.15955931094249184,-0.10050775350094251,-0.06912199093049759,-1.4506284956998738,0.3260269371663322,-0.7781093799355688,-0.07395956570556615,-0.1236983584551753,0.287322957946787
MS,-0.26456995776345277,-0.20148542033664396,-0.20067422595756793,-0.3988102798825782,-0.18923593400814823,-0.2272843671274782,-0.09957795383409464,-0.10355685362551746,0.9641705010470862,0.38494036997557196,0.613084179647705,-0.24421833641748764,-0.7592353130357623,0.2854714045440973
MSFT,4.380129194782784,-0.029644262346569285,0.10256885551287592,0.01201045357622307,0.14706231567011713,0.09613732975592584,-0.10002497554262368,-0.1865795148437769,-0.16360589527149402,-0.8699157488612337,-0.02759561805334297,0.2745384676005141,1.539137048881577,1.5508785133720038
NEE,-0.3447382051918917,-0.1774001144410047,-0.11039422727442592,-0.3620992397078639,-0.3831376275163373,-0.42308810099563593,-0.10035313744126972,-0.08309726300109456,-1.0590394692003666,-0.05691037609372583,-0.00667532451228097,-0.09524675792692874,0.7823815536258719,0.8476258833324603
NFLX,0.014592357919575607,0.11678188407658516,0.29211919241174805,0.2630836767549737,0.48699622210166116,0.502948381533769,-0.09969439026643435,-0.2599201467402208,0.7396594591873686,-1.3824626143016192,2.1450640202991935,-0.36120394096336395,1.0691762082199996,0.40088009128313823
NKE,-0.39893198357403953,-0.17456456689595212,-0.014590654543435744,-0.13260644582550338,-0.3758663140097802,-0.44382026105226435,-0.10069577101901867,-0.1343498520802214,0.17838185453807512,-0.7344148533999824,-1.7990170218632497,-0.03993806172908898,-0.5294171964876679,-0.3784371235816954
NVDA,4.324133390714237,0.12687524404963307,0.11410489245705593,2.879580223980835,-0.4334308792700238,-0.40281665560693247,-0.10086970551288095,-0.25663358632822836,1.802171017756031,-1.3294405247733037,4.634783158866284,8.286772083898484,6.079478823979411,3.050034268318382
ORCL,0.1518224960611426,0.024228658421172264,-0.010487088603909686,1.9112600611820607,-0.3395097464769948,-0.26275939655770914,-0.10083735570888316,-0.13781406440637559,0.1209487973181474,-0.5105438087248716,1.3928542902281422,-0.1767666558316591,1.1620976763084971,0.37735091383968405
PEP,-0.24747059723050102,-0.16313543706370456,-0.1468999411056255,-0.005947528826669328,-0.17651113537167332,-0.19503434037272277,-0.10058566737516474,-0.031074872647522036,-1.1086407458903043,0.24943947451432066,-0.862089017773054,-0.26997545207599055,-0.4479675145829357,-0.4107608132499161
PFE,-0.35431083938507574,-0.057088127463737225,-0.3539375331955252,-0.4258468400926446,-0.5418946390761671,-0.45764170109001673,-0.1005371998242988,0.3993757153664066,-0.9180674196605443,1.1390323099338404,-0.8303639601313587,0.9838859564015231,-0.32158667012512343,-0.6436611283760119
PG,0.029589861232528936,-0.10235921354616158,-0.04382907695862316,-0.14876315511374796,-0.23589352900855623,-0.2507808151916571,-0.10041401908653197,-0.061127654793218675,-1.4427967151698835,0.03735111640105779,-0.12193839086762938,-0.22157752154306737,-0.0009502462888887398,0.1202271485313797
PM,-0.2770354961494875,-0.1948581068253522,-0.1594393088721545,-0.49468741495325963,-0.20499044660568863,-0.2609165378860088,-0.10105212182814474,-0.013191246621905515,-1.0616500627103633,1.763514697711781,0.39526055229537244,-0.2790161081284963,0.27666697935822687,0.841840020026693
PYPL,-0.43426486220088445,-0.17809268787675864,-0.14015877807576874,-0.295735784681863,-0.33405626134707694,-0.36734162617670163,-0.10045110133535488,-0.2599201467402208,1.2252298520467573,-1.3824626143016192,0.8556145456686103,-0.10529554282388381,-0.41336095959524427,-0.11020450072631766
QCOM,-0.30791786363169565,-0.21775971856464407,-0.26541030012886907,-0.20031252502398447,-0.04562749225364574,-0.029177059919695054,-0.10036989532560216,-0.15063461087838215,0.8336408255472505,-0.09225843577926969,-0.2828926958229704,-0.1752257208305316,-0.10132837539683333,0.8119849653689327
RTX,-0.33679580969141854,-0.058785226759388694,-0.12465278402511397,-0.38227402898407176,-0.37707819959420635,-0.3111344366898422,-0.09985986580094738,-0.05171210334264573,-1.1138619329102977,0.1492866387386132,0.7881216320336264,-0.2955882845981587,-0.5030320882650082,-0.7356177516577378
SBUX,-0.40567813820379156,-0.10295853782691453,0.012064809119480076,-0.49468741495325963,-0.3867732842696158,-0.42124524232393556,-0.10105982633976825,-0.05597574928252783,-0.012191471691684816,-0.17473724171220534,-0.6300940450113506,-0.20120824877652174,-0.27474354320808253,-0.39409752692930594
SCHW,-0.3533564319687333,-0.08688265040751378,-0.09739154558780234,-0.32692716962007856,-0.43221899368559763,-0.41755952498053495,-0.10043443489923164,-0.1442687417383236,-0.03829740679165197,-0.5753485848150351,-0.1933664414277063,-0.18807940992500766,0.5609760802792054,0.9231506856837445
SO,-0.43439974797764214,-0.20145827868003738,-0.1258882732766943,-0.37468103137616615,-0.32739089063273297,-0.393602362248431,-0.10021479916283116,-0.06391088588027757,-1.1947903317201958,0.9564006682251972,-0.13875804047637824,-0.3219691570469297,0.17303851083154875,0.1822516031692064
SPG,-0.4697180234295782,-0.15772034294222198,0.0667652857514517,0.4665577987173533,-0.1310654259556915,-0.280266553938862,-0.10072233672378575,0.05111874630464922,2.0919468973656663,2.293735592994939,0.13073403420816093,-0.42888688966394434,1.7102578594560731,2.004027096045176
