Date,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2020-03-18 00:00:00-04:00,-0.03156866282569476,-0.08655267150534698,-0.03429376824487375,-0.16743942232819262,-0.08626445586536449,-0.022258837103417466,-0.06344197229804921,-0.0520915422254595,-0.022839361179495674,-0.15850925480668934,-0.048062242438754434
2020-03-19 00:00:00-04:00,0.0239261266670242,0.04509192915447713,-0.02962001984118537,0.06719280305082707,0.028821561757054533,-0.028942314360672357,0.017830917162397427,0.01925921254455856,0.01956581201601377,0.08880344122502873,-0.05527966549845415
2020-03-20 00:00:00-04:00,-0.05309732797511986,-0.02583732712899013,-0.06495630714551545,0.010538769652303598,-0.05172681850698502,-0.03888762324458835,-0.042642127074358264,-0.03837412999886816,-0.02111608005243735,-0.10696073691780088,-0.08773904010182
2020-03-23 00:00:00-04:00,0.003127706130251496,-0.01640449924012474,-0.03048942478883033,-0.07348538931356954,-0.05874765923741968,-0.04687277746484592,-0.04185728310901004,-0.003369824140417893,-0.020235941237759,-0.02300221610489173,-0.06270223607279587
2020-03-24 00:00:00-04:00,0.05188237202809501,0.12692378219014844,0.05253473620759754,0.18306640287013798,0.13594573422750605,0.06402040797242882,0.11145097567932269,0.0994030815895889,0.08142479607427164,0.07387483215861856,0.12096124310270757
2020-03-25 00:00:00-04:00,-0.009278052435070096,0.026765564599597256,0.0017112594796388388,0.032475804335978235,0.042221871613308544,-0.0004508814073306139,0.0591041260282596,-0.011675651224186729,0.03395091169353914,0.08817885365426702,0.028015351735516423
2020-03-26 00:00:00-04:00,0.0644085787023126,0.03586994401264309,0.057127978744112094,0.058137988560883834,0.0672525753046861,0.06684003744460312,0.06909433970619473,0.06819030170625624,0.01453707278481253,0.05255493983541188,0.09089753133255872
2020-03-27 00:00:00-04:00,-0.04003696041853153,-0.03364884138560173,-0.008534756571167647,-0.08228098656070064,-0.04112957311160501,-0.015703467632771743,-0.044235776399321386,-0.047702614386664094,-0.039292860602167495,-0.041129713295637534,0.0023110617731680466
2020-03-30 00:00:00-04:00,0.031082264665122983,0.013724681221390618,0.04023809117308632,0.020400212572076547,0.01696340269047553,0.041773811484750144,0.017237865192662283,0.035694356267918774,0.029069098619536635,0.010347506494861346,0.04451969821471611
2020-03-31 00:00:00-04:00,-0.01176397136399634,-0.017674509989932734,-0.013944606736766854,0.023262361090580858,-0.03667506539555571,-0.005798007216426262,-0.009013600758381514,-0.024523805692198582,-0.0006715619278210606,-0.04131359967481629,-0.04075057673320139
